user_id,data_pasto,tipo_pasto,totale_calorie,elementi,giudizio_critico,macro_totali
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-07-28,pranzo,287,"{'carboidrati': '91g', 'proteine': '12g', 'grassi': '34g'}",bilanciato,"{'kcal': 287, 'carb_percent': 44, 'protein_percent': 24, 'fat_percent': 25}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-07-28,cena,509,"{'carboidrati': '62g', 'proteine': '44g', 'grassi': '39g'}",troppi carboidrati,"{'kcal': 509, 'carb_percent': 43, 'protein_percent': 29, 'fat_percent': 30}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-07-27,colazione,639,"{'carboidrati': '73g', 'proteine': '11g', 'grassi': '37g'}",poche proteine,"{'kcal': 639, 'carb_percent': 42, 'protein_percent': 10, 'fat_percent': 22}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-07-27,spuntino,795,"{'carboidrati': '23g', 'proteine': '11g', 'grassi': '21g'}",poche proteine,"{'kcal': 795, 'carb_percent': 51, 'protein_percent': 22, 'fat_percent': 39}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-07-27,pranzo,409,"{'carboidrati': '31g', 'proteine': '40g', 'grassi': '7g'}",troppi carboidrati,"{'kcal': 409, 'carb_percent': 40, 'protein_percent': 10, 'fat_percent': 36}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-07-27,cena,597,"{'carboidrati': '40g', 'proteine': '34g', 'grassi': '12g'}",troppi carboidrati,"{'kcal': 597, 'carb_percent': 44, 'protein_percent': 14, 'fat_percent': 30}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-07-26,colazione,318,"{'carboidrati': '24g', 'proteine': '20g', 'grassi': '36g'}",bilanciato,"{'kcal': 318, 'carb_percent': 58, 'protein_percent': 17, 'fat_percent': 30}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-07-26,spuntino,601,"{'carboidrati': '25g', 'proteine': '28g', 'grassi': '18g'}",troppi grassi,"{'kcal': 601, 'carb_percent': 47, 'protein_percent': 13, 'fat_percent': 22}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-07-26,pranzo,575,"{'carboidrati': '68g', 'proteine': '29g', 'grassi': '40g'}",poche proteine,"{'kcal': 575, 'carb_percent': 55, 'protein_percent': 23, 'fat_percent': 30}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-07-26,cena,240,"{'carboidrati': '91g', 'proteine': '40g', 'grassi': '5g'}",bilanciato,"{'kcal': 240, 'carb_percent': 57, 'protein_percent': 20, 'fat_percent': 36}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-07-25,colazione,588,"{'carboidrati': '48g', 'proteine': '44g', 'grassi': '38g'}",troppi carboidrati,"{'kcal': 588, 'carb_percent': 45, 'protein_percent': 26, 'fat_percent': 35}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-07-25,spuntino,261,"{'carboidrati': '96g', 'proteine': '41g', 'grassi': '16g'}",poche proteine,"{'kcal': 261, 'carb_percent': 52, 'protein_percent': 17, 'fat_percent': 39}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-07-25,pranzo,858,"{'carboidrati': '45g', 'proteine': '25g', 'grassi': '33g'}",troppi carboidrati,"{'kcal': 858, 'carb_percent': 60, 'protein_percent': 27, 'fat_percent': 31}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-07-25,cena,221,"{'carboidrati': '51g', 'proteine': '39g', 'grassi': '36g'}",troppi carboidrati,"{'kcal': 221, 'carb_percent': 60, 'protein_percent': 18, 'fat_percent': 32}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-07-24,colazione,818,"{'carboidrati': '53g', 'proteine': '16g', 'grassi': '25g'}",troppi grassi,"{'kcal': 818, 'carb_percent': 52, 'protein_percent': 23, 'fat_percent': 33}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-07-24,spuntino,814,"{'carboidrati': '89g', 'proteine': '42g', 'grassi': '23g'}",poche proteine,"{'kcal': 814, 'carb_percent': 40, 'protein_percent': 10, 'fat_percent': 36}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-07-24,pranzo,616,"{'carboidrati': '83g', 'proteine': '16g', 'grassi': '38g'}",troppi carboidrati,"{'kcal': 616, 'carb_percent': 51, 'protein_percent': 18, 'fat_percent': 30}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-07-24,cena,285,"{'carboidrati': '82g', 'proteine': '36g', 'grassi': '32g'}",troppi carboidrati,"{'kcal': 285, 'carb_percent': 44, 'protein_percent': 12, 'fat_percent': 27}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-07-23,colazione,343,"{'carboidrati': '31g', 'proteine': '34g', 'grassi': '30g'}",poche proteine,"{'kcal': 343, 'carb_percent': 53, 'protein_percent': 26, 'fat_percent': 31}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-07-23,spuntino,854,"{'carboidrati': '25g', 'proteine': '24g', 'grassi': '11g'}",troppi grassi,"{'kcal': 854, 'carb_percent': 50, 'protein_percent': 12, 'fat_percent': 27}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-07-23,pranzo,531,"{'carboidrati': '34g', 'proteine': '24g', 'grassi': '25g'}",poche proteine,"{'kcal': 531, 'carb_percent': 41, 'protein_percent': 19, 'fat_percent': 25}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-07-23,cena,572,"{'carboidrati': '41g', 'proteine': '49g', 'grassi': '37g'}",bilanciato,"{'kcal': 572, 'carb_percent': 40, 'protein_percent': 10, 'fat_percent': 25}"
